,STATION CODE,LOCATIONS,STATE,Temp,D.O. (mg/l),PH,CONDUCTIVITY (µmhos/cm),B.O.D. (mg/l),NITRATENaN N+ NITRITENaNN (mg/l),FECAL COLIFORM (MPN/100ml),TOTAL COLIFORM (MPN/100ml)Mean,year,0.0
1056,2274.0,MAPUSA ON CULVERT ON HIGHWAY MAPUSANaNPANAJI,0,28.1,6.3,6.2,110.0,1.5,0.59,8.0,157.0,2010,26.207667194092803
1057,2271.0,"SAL PAZORKHONI, CUNCOLIM (NR CULVERT MARGAONaN CANACONA N.H.)",0,29.0,6.2,7.0,77.0,1.8,0.46,11.0,173.0,2010,26.207667194092803
1058,2273.0,"SAL NEAR HOTEL LEELA MOBOR, CAVELOSSIM",0,29.5,6.2,6.8,67.0,1.7,0.61,8.0,145.0,2010,26.207667194092803
1059,1547.0,TALPONA AT CANACONA,0,30.2,6.9,6.5,62.0,1.4,0.6,10.0,107.0,2010,26.207667194092803
1060,1544.0,VALVANT AT SANKLINaNBICHOLIM,0,28.3,6.7,6.2,62.0,0.9,0.57,8.0,187.0,2010,26.207667194092803
1061,2651.0,"AMBA AT D/S OF WAKEN BDG U/S OF JS PETROCHEMICALS, WAKENPHATA, ROHA",0,28.7,6.8,7.9,119.0,3.5,0.58,286.0,517.0,2010,26.207667194092803
1062,1461.0,BHATSA AT D/S OF PISE DAM NEAR PISE VILLAGE (ULHAS),0,26.0,7.0,7.7,88.0,3.2,0.13,8.0,17.0,2010,26.207667194092803
1063,2653.0,"BHATSA AT D/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",0,0.0,6.9,7.3,70.0,3.4,0.19,0.0,0.0,2010,26.207667194092803
1064,2654.0,"BHATSA AT U/S OF LIBERTY OIL MILLS, SATNEL, SHAHAPUR, THANE",0,0.0,7.4,7.2,77.0,3.0,0.23,0.0,0.0,2010,26.207667194092803
1065,1092.0,KALU AT ATALE VILLAGE,0,24.0,7.0,7.4,3113.0,4.0,2.16,95.0,350.0,2010,26.207667194092803
1066,2670.0,"KAN NEAR SAKRI WATER WORKS, SAKRI, DHULE",0,32.1,5.5,8.1,363.0,8.4,2.15,16.0,69.0,2010,26.207667194092803
1067,1152.0,KUNDALIKA AT ROHA CITY,0,30.3,6.9,7.5,86.0,3.6,0.4,316.0,582.0,2010,26.207667194092803
1068,2198.0,KUNDALIKA RIVER AT ARE KHURD ( SALINE ZONE ),0,30.1,6.4,7.4,621.0,37.8,1.79,413.0,728.0,2010,26.207667194092803
1069,2671.0,"KUNDALIKA NEAR SALAV BDG (SALINA ZONE), SALAV, ROHA, RAIGAD",0,28.8,5.2,7.9,42354.0,9.5,1.1,126.0,253.0,2010,26.207667194092803
1070,2672.0,"KUNDALIKA  AT DHATAV AT JACKWELL, DHATAV, ROHA, RAIGAD",0,28.7,6.9,7.4,73.0,3.5,0.27,482.0,659.0,2010,26.207667194092803
1071,2168.0,MITHI RIVER,0,29.0,3.4,7.4,17842.0,31.5,3.32,1767.0,1767.0,2010,26.207667194092803
1072,2676.0,"MUCHKUNDI AT WAKED NEAR M/S ASAHI INDIA GLASS LTD, WAKED, LANJA, RATNAGIRI",0,28.5,7.4,8.1,254.0,2.2,0.15,3.0,75.0,2010,26.207667194092803
1073,1151.0,PATALGANGA AT SHILPHATA,0,27.7,6.7,7.4,125.0,3.7,0.4,514.0,820.0,2010,26.207667194092803
1074,1462.0,PATALGANGA NEAR INTAKE OF MIDC W/W,0,28.6,6.6,7.5,129.0,3.9,0.4,129.0,381.0,2010,26.207667194092803
1075,2685.0,"PATALGANGA AT D/S OF KHARPADA BDG, KHARPADA, KHALAPUR, RAIGAD",0,27.1,6.1,7.3,515.0,5.1,2.02,82.0,212.0,2010,26.207667194092803
1076,2686.0,"PATALGANGA AT VYAL PUMP HOUSE, VYAL, KHALAPUR, RAIGAD",0,27.1,6.6,7.4,122.0,3.6,0.46,172.0,361.0,2010,26.207667194092803
1077,2687.0,"PATALGANGA AT KHALAPUR PUMPING STATION, RAIGAD",0,27.0,6.5,7.3,131.0,3.8,0.79,108.0,261.0,2010,26.207667194092803
1078,2688.0,"PATALGANGA AT SAVROLI BDG, KHALAPUR. RAIGAD",0,26.8,6.7,7.3,130.0,3.4,0.57,133.0,318.0,2010,26.207667194092803
1079,2689.0,"PATALGANGA RIVER AT GAGANGIRI MAHARAJ TEMPLE, KHOPOLI, KHALAPUR, RAIGAD",0,26.8,6.6,7.4,95.0,3.7,0.53,147.0,217.0,2010,26.207667194092803
1080,2696.0,"PEHLAR DAM ON PEHLAR RIVERNaNINLET OF WATER WORKS, VASAI, THANE",0,26.4,6.8,7.7,143.0,3.6,0.43,38.0,109.0,2010,26.207667194092803
1081,2199.0,SAVITRI AT OVALE VILLAGE.,0,22.1,6.3,7.5,10825.0,2.9,1.93,5.0,101.0,2010,26.207667194092803
1082,2701.0,"SAVITRI JACKWELL AT UPSA KENDRE, NaNGALWADI, MAHAD, RAIGAD",0,22.3,7.1,7.4,185.0,2.2,0.63,4.0,80.0,2010,26.207667194092803
1083,2702.0,"SAVITRI RIVER AT SHEDAV DOH, MAHAD,RAIGAD",0,22.0,6.7,7.5,1439.0,2.5,1.47,4.0,113.0,2010,26.207667194092803
1084,2703.0,"SAVITRI AT DADLI BRIDGE, DADLI, MAHAD, RAIGADH",0,22.0,6.6,7.5,185.0,2.4,0.3,6.0,113.0,2010,26.207667194092803
1085,2704.0,"SAVITRI AT MUTHAVALI VILLAGE, MAHAD, RAIGADH",0,22.0,6.7,7.8,3521.0,2.4,1.02,3.0,90.0,2010,26.207667194092803
1086,2706.0,"SURYA U/S OF SURYA DAM, DHAMMI, VIKRAMGAD, THANE",0,28.2,7.1,7.7,193.0,3.1,0.53,41.0,92.0,2010,26.207667194092803
1087,2707.0,"SURYA AT MIDC PUMPING STATION, GARVASHET, PALGHAR, THANE",0,28.2,7.1,7.9,175.0,3.1,0.47,31.0,86.0,2010,26.207667194092803
1088,2708.0,"SURYA RIVER AT INTAKE OF VASAINaNVIRAR W/S SCHEME, MASVAN, PALGHAR, THANE",0,28.3,7.1,7.8,174.0,3.3,0.44,33.0,83.0,2010,26.207667194092803
1089,2709.0,"TANSA NEAR ROAD BDG, VILL DAKEWALI, WADA, THANE",0,0.0,7.2,7.5,308.0,4.0,0.15,0.0,0.0,2010,26.207667194092803
1090,1093.0,ULHAS AT U/S OF NRC BUND AT MOHANE,0,26.3,6.4,7.7,153.0,3.6,0.77,504.0,592.0,2010,26.207667194092803
1091,1094.0,ULHAS AT U/S OF BADLAPUR,0,26.1,7.0,7.7,111.0,3.4,0.42,179.0,359.0,2010,26.207667194092803
1092,2162.0,ULHAS RIVER ATJAMBHUL WATER WORKS.,0,26.0,6.6,7.6,209.0,3.4,0.68,97.0,243.0,2010,26.207667194092803
1093,2712.0,"VAITARNA NR RD BDG, GANDHARE VILL., WADA, THANE",0,0.0,7.5,8.2,296.0,3.5,0.14,0.0,0.0,2010,26.207667194092803
1094,2164.0,VASHISTI AT U/S OF THREE M PAPER MILLS NEAR M/S MULTIFILMS PLASTIC PVT. LTD. AT KHERDI.,0,27.6,6.9,7.5,119.0,2.2,0.42,2.0,71.0,2010,26.207667194092803
1095,2713.0,"VASHISHTI AT D/S OF THREE M PAPER MILLS NR CHIPLUN WATER INTAKE JACKWELL, KHERDI, RATNAGIRI",0,27.6,6.8,7.7,116.0,2.3,1.33,3.0,74.0,2010,26.207667194092803
1096,2714.0,"VASHISHTI AT U/S OF POPHALI NEAR KONPHANSAWANE BRIDGE, CHIPLUN, RATNAGIRI",0,27.3,7.0,7.7,118.0,2.1,0.5,3.0,64.0,2010,26.207667194092803
1097,17.0,PERIYAR NEAR ALWAYENaNELOOR,0,27.4,5.2,6.6,453.0,1.5,0.38,644.0,4613.0,2010,26.207667194092803
1098,18.0,PERIYAR AT KALADY,0,27.3,7.2,6.8,35.0,1.1,0.24,513.0,3483.0,2010,26.207667194092803
1099,20.0,CHALIYAR AT KOOLIMADU,0,26.0,7.0,7.1,62.0,0.5,0.44,385.0,617.0,2010,26.207667194092803
1100,21.0,CHALIYAR AT CHUNGAPALLY,0,26.2,7.0,7.1,5228.0,0.6,0.34,240.0,455.0,2010,26.207667194092803
1101,42.0,"KALLADA AT PERUMTHOTTA MKADAVU, PUNALOOR",0,27.5,7.2,7.0,51.0,0.6,0.26,285.0,522.0,2010,26.207667194092803
1102,43.0,MUVATTAPUZHA AT VETTIKKATTUMUKKU,0,28.1,6.7,6.9,62.0,1.2,0.46,385.0,2193.0,2010,26.207667194092803
1103,1154.0,CHALAKUDY AT PULICKALKANaNDAVU,0,28.2,6.5,6.5,118.0,1.1,0.52,610.0,3080.0,2010,26.207667194092803
1104,1155.0,KARAMANA AT MOONNATTUMUKKU,0,27.6,0.6,7.0,1787.0,14.1,1.49,8542.0,17500.0,2010,26.207667194092803
1105,1156.0,PAMBA AT CHENGANNUR,0,28.0,6.6,6.8,49.0,0.9,0.56,448.0,913.0,2010,26.207667194092803
1106,1207.0,KABBANI AT MUTHANKARA,0,24.3,6.8,7.3,67.0,0.6,0.4,598.0,935.0,2010,26.207667194092803
1107,1208.0,BHAVANI AT ELACHIVAZHY,0,25.8,7.3,7.4,104.0,0.6,0.44,245.0,430.0,2010,26.207667194092803
1108,1338.0,PERIYAR AT SEWAGE DISCHARGE POINT,0,27.8,6.5,6.7,39.0,1.2,0.26,562.0,4823.0,2010,26.207667194092803
1109,1339.0,MEENACHIL AT KIDANGOOR,0,26.3,7.2,6.5,45.0,0.9,0.46,1225.0,1825.0,2010,26.207667194092803
1110,1340.0,MANIMALA  AT KALLOOPARA,0,28.5,7.4,6.9,65.0,0.9,0.56,575.0,1455.0,2010,26.207667194092803
1111,1341.0,PAMBA AT THAKAZHY,0,29.3,6.5,6.5,60.0,1.0,1.62,420.0,900.0,2010,26.207667194092803
1112,1342.0,ACHENKOIL AT THUMPAMON,0,27.6,6.6,6.9,57.0,0.9,0.37,319.0,650.0,2010,26.207667194092803
1113,1384.0,MANIMALA AT THONDRA,0,28.1,7.1,7.0,84.0,1.0,0.66,985.0,1485.0,2010,26.207667194092803
1114,1442.0,VAMANAPURAM,0,27.8,7.5,6.8,56.0,1.3,0.6,178.0,540.0,2010,26.207667194092803
1115,1443.0,ACHENKOIL AT CHENNITHULA,0,28.1,5.4,6.7,100.0,0.9,0.42,463.0,810.0,2010,26.207667194092803
1116,1563.0,AMARAVILA,0,26.6,7.0,6.9,66.0,0.7,0.45,465.0,900.0,2010,26.207667194092803
1117,1564.0,AYUR,0,27.8,7.1,6.9,75.0,0.6,0.73,300.0,583.0,2010,26.207667194092803
1118,1565.0,PAMBA DOWN,0,29.3,6.5,6.7,70.0,0.9,1.25,370.0,800.0,2010,26.207667194092803
1119,1566.0,THIRURANGADY,0,28.0,6.7,6.6,102.0,0.8,0.12,295.0,900.0,2010,26.207667194092803
1120,1567.0,KUTTIYADY ESTATE,0,23.8,7.1,6.8,27.0,0.6,0.22,86.0,198.0,2010,26.207667194092803
1121,1568.0,VALAYAM,0,26.3,6.9,7.1,46.0,0.5,0.33,225.0,373.0,2010,26.207667194092803
1122,1569.0,THALIPARAMBA,0,27.9,6.7,6.8,8291.0,1.0,0.53,108.0,250.0,2010,26.207667194092803
1123,1570.0,HOSDURG,0,28.4,6.2,7.0,12342.0,1.4,0.27,670.0,1600.0,2010,26.207667194092803
1124,1571.0,"KAKKADAVU,  KERALA",0,27.1,7.5,7.3,53.0,0.8,0.31,1253.0,2225.0,2010,26.207667194092803
1125,1572.0,PADIYATHADKA,0,28.5,7.6,7.3,62.0,1.0,0.63,1175.0,2180.0,2010,26.207667194092803
1126,1573.0,IRUMPANAM,0,28.1,2.2,6.4,625.0,2.3,1.29,1125.0,6505.0,2010,26.207667194092803
1127,2284.0,R NEYYAR AT ARUVIPURAM,0,26.4,7.4,6.7,55.0,0.7,0.51,281.0,1088.0,2010,26.207667194092803
1128,2285.0,R MAMOM AT MAMOM BRIDGE,0,27.1,7.0,6.8,103.0,0.7,0.43,225.0,640.0,2010,26.207667194092803
1129,2286.0,R AYROOR AT AYROOR BRIDGE,0,26.9,5.3,6.9,109.0,1.3,0.66,305.0,685.0,2010,26.207667194092803
1130,2287.0,R ITHIKKARA AT ITHIKKARA,0,28.6,6.3,7.0,1392.0,0.7,0.85,230.0,535.0,2010,26.207667194092803
1131,2288.0,PALLICKAL AT NELLIMUKAL,0,27.9,6.7,7.0,71.0,0.5,0.29,208.0,433.0,2010,26.207667194092803
1132,2289.0,R KARUVANNURR AT KARUVANNUR BRIDGE,0,28.4,6.0,6.4,57.0,1.4,0.61,193.0,303.0,2010,26.207667194092803
1133,2290.0,PUZHACKAL AT PUZHACKAL BRIDGE,0,29.0,4.2,6.6,93.0,1.7,0.56,253.0,385.0,2010,26.207667194092803
1134,2291.0,R KEECHERI AT VADAKKANCHERY BRIDGE,0,28.8,5.1,6.7,88.0,1.9,0.63,405.0,713.0,2010,26.207667194092803
1135,2292.0,R THIRUR AT THALAKKADATHUR BRIDGE,0,27.8,5.3,6.4,4912.0,1.1,0.11,345.0,788.0,2010,26.207667194092803
1136,2293.0,R KADALUNDI AT HAJIRAPPALLY,0,28.5,6.9,7.0,84.0,0.9,0.08,300.0,803.0,2010,26.207667194092803
1137,2294.0,R KALLAI AT KALLAI BRIDGE,0,26.0,2.8,7.4,18256.0,1.6,0.47,1050.0,2300.0,2010,26.207667194092803
1138,2295.0,CORAPUZHA AT KANAYANKODE,0,26.5,5.3,7.2,9753.0,0.9,0.26,1600.0,2650.0,2010,26.207667194092803
1139,2296.0,R THALLASSERY AT PATHIPPALAM,0,28.4,6.5,5.8,67.0,0.4,0.54,123.0,520.0,2010,26.207667194092803
1140,2297.0,ANCHARAKANDY AT MERUVAMBA,0,28.1,6.9,6.1,86.0,0.6,0.49,73.0,183.0,2010,26.207667194092803
1141,2298.0,R KUPPAM AT RAYAROM,0,26.8,7.0,6.6,59.0,0.8,0.42,123.0,418.0,2010,26.207667194092803
1142,2299.0,RAMAPURAM AT RAMAPURAM BRIDGE,0,28.6,5.6,6.4,7904.0,1.0,0.4,165.0,278.0,2010,26.207667194092803
1143,2300.0,PERUVAMBA AT CHANDAPPURA,0,28.1,6.8,6.0,55.0,0.5,0.25,590.0,910.0,2010,26.207667194092803
1144,2301.0,R KAVVAI AT KUTTIYOL PALAM,0,29.0,6.0,5.9,105.0,1.0,0.63,73.0,195.0,2010,26.207667194092803
1145,2302.0,NEELASWARAM AT NAMBIARKAL DAM,0,28.8,6.3,7.0,2759.0,1.4,0.22,963.0,1400.0,2010,26.207667194092803
1146,1448.0,NAGAVALLI AT THOTAPALLI REGULATOR,0,28.0,6.5,7.6,312.0,1.1,2.41,3.0,354.0,2010,26.207667194092803
1147,2352.0,"VAMSHADHARA, KALINGAPATNAM, VIZIANAGARAM",0,27.4,6.4,7.7,203.0,1.1,3.34,3.0,357.0,2010,26.207667194092803
1148,1444.0,KALI AT D/S WEST COAST PAPER MILL,0,28.8,7.3,7.3,308.0,4.2,2.43,116.0,185.0,2010,26.207667194092803
1149,1456.0,"RUSHIKULYA AT GANJAM D/S, ",0,30.8,6.8,7.8,23761.0,1.9,0.67,145.0,460.0,2010,26.207667194092803
1150,1642.0,"NAGAVALLI AT JAYKAYPUR D/S, ",0,28.0,7.5,8.1,228.0,2.1,0.4,3390.0,5850.0,2010,26.207667194092803
1151,1643.0,"NAGAVALLI AT RAYAGADA D/S, ",0,27.3,7.7,8.1,243.0,1.6,0.71,1930.0,4450.0,2010,26.207667194092803
1152,2422.0,"PENTA U/S, JAYKAYPUR TOWN",0,29.0,7.6,7.9,191.0,1.4,0.13,1188.0,1985.0,2010,26.207667194092803
1153,2423.0,"BUDHABALANGA, D/S OF BARIPADA TOWN",0,24.5,7.5,7.9,237.0,1.8,0.45,1225.0,2425.0,2010,26.207667194092803
1154,2424.0,BUDHABALANGA AT BALASORE D/S,0,24.8,7.4,7.7,865.0,1.9,0.3,1300.0,2675.0,2010,26.207667194092803
1155,2425.0,"RIVER KERANDI(INTAKE WELL OF NALCO REFINARY, HAL, SUNABEDA)",0,25.3,6.7,6.9,132.0,1.2,0.32,953.0,1823.0,2010,26.207667194092803
1156,2426.0,MUNIGUDA (D/S OF M/S VEDANTAALUMINA PROJECT),0,26.8,7.1,7.9,211.0,1.4,0.48,1065.0,2098.0,2010,26.207667194092803
1157,2427.0,GUNUPUR (INTERSTATE BOUNDRY),0,29.0,6.7,7.9,182.0,1.1,0.24,735.0,1510.0,2010,26.207667194092803
1158,2442.0,GAUTAMINaNGODAVARI RIVER,0,29.0,7.4,8.8,434.0,2.0,0.05,0.0,0.0,2010,26.207667194092803
1159,2443.0,GAUTAMINaNGODAVARI RIVER,0,28.0,6.4,8.3,565.0,2.0,0.05,0.0,0.0,2010,26.207667194092803
1160,2444.0,CORINGA RIVER,0,28.0,6.9,8.8,238.0,4.0,0.05,0.0,0.0,2010,26.207667194092803
1161,2445.0,MAHE RIVER,0,28.0,6.3,6.6,425.0,0.0,0.0,0.0,0.0,2010,26.207667194092803
1162,1159.0,TAMBIRAPARANI AT BDG.NR. MADURA COATS LTD. PAPAVINASAM,0,24.8,7.4,7.0,75.0,1.6,0.05,78.0,118.0,2010,26.207667194092803
1163,1160.0,"TAMBIRAPARANI AT CHERANMADEVI,CAUSE WAY",0,27.2,7.2,6.8,70.0,1.8,0.09,78.0,148.0,2010,26.207667194092803
1164,1161.0,"TAMBIRAPARANI AT TIRUNELVELI, COLLECTORATE.",0,27.3,6.6,7.0,119.0,2.5,0.33,233.0,374.0,2010,26.207667194092803
1165,1162.0,TAMBIRAPARANI AT MURAPPANADU,0,28.4,6.9,7.0,236.0,1.9,0.25,83.0,157.0,2010,26.207667194092803
1166,1328.0,TAMBIRAPARANI AT PAPPANKULAM,0,26.8,7.0,6.9,73.0,1.7,0.4,87.0,144.0,2010,26.207667194092803
1167,1329.0,TAMBIRAPARANI AT RAIL BDG. NR. AMBASAMUDAM,0,25.2,7.2,6.9,75.0,1.5,0.2,83.0,128.0,2010,26.207667194092803
1168,1330.0,TAMBIRAPARANI AT ARUMUGANERI,0,28.4,6.9,7.2,385.0,2.3,0.13,108.0,196.0,2010,26.207667194092803
1169,1450.0,PALAR AT VANIYAMBADI WATER SUPPLY HEAD WORK,0,28.2,6.4,7.6,860.0,3.3,0.4,253.0,379.0,2010,26.207667194092803
1170,3026.0,"TAMBIRAPARANI AT KALLIDAI KURICHI, TIRUNELVELI",0,24.0,7.6,6.6,166.0,2.0,1.8,90.0,140.0,2010,26.207667194092803
1171,3027.0,"TAMBIRAPARANI AT SRIVAIKUNTAM, D/S OF SK ANAICUT, TIRUNELVELI",0,29.0,6.9,7.2,308.0,1.9,0.49,60.0,170.0,2010,26.207667194092803
1172,3028.0,"TAMBIRAPARANI AT VELLAKOIL, TIRUNELVELI",0,25.0,6.8,6.7,247.0,2.1,1.84,280.0,500.0,2010,26.207667194092803
1173,3029.0,"TAMBIRAPARANI AT SIVALAPERI, CONFLUENCE POINT OF KUTTRALAM FALLS, D/S OF PALAYAMKOTTAI, TIRUNELVELI",0,25.0,6.6,6.9,359.0,2.3,0.59,110.0,280.0,2010,26.207667194092803
1174,1025.0,"GHAGGAR GHNaN1 AT ROAD BRDG. SIRSA,DEBWALI ROAD,HARYANA",0,15.0,6.5,7.6,450.0,18.0,12.0,0.0,0.0,2010,26.207667194092803
1175,1026.0,"GHAGGAR GHNaN2 AT CHANDARPUR SYPHON,  HARYANA",0,23.5,6.1,7.8,825.0,16.0,14.0,0.0,0.0,2010,26.207667194092803
1176,1885.0,GHAGGAR AT D/S OF SURAJPUR,0,0.0,6.5,8.4,240.0,2.7,0.62,0.0,0.0,2010,26.207667194092803
1177,1887.0,GHAGGAR BEFORE OTTU WEIR (BEFORE MIXING OF SATLUJ CANAL WATER) (HARYANA),0,15.0,6.9,7.8,480.0,18.0,16.0,0.0,0.0,2010,26.207667194092803
1178,1023.0,"GHAGGAR AT MUBARAKPUR REST HOUSE (PATIALA), PUNJAB",0,20.3,5.6,6.7,807.0,10.8,2.0,1825.0,7500.0,2010,26.207667194092803
1179,1024.0,"GHAGGAR AT 100M D/S CONF. WITH R. SARASWATI (PATIALA),PUNJAB",0,20.0,4.9,6.8,1097.0,26.5,4.8,14000.0,46250.0,2010,26.207667194092803
1180,1295.0,"GHAGGAR NEAR BANKARPUR,DERA BASSI,PUNJAB",0,20.0,4.9,6.6,834.0,13.1,2.6,2875.0,9500.0,2010,26.207667194092803
1181,1473.0,"GHAGGAR AT RATANHERI, D/S OF PATIALA NADI (AFTER CONFL.)",0,19.8,5.2,6.7,1027.0,28.0,5.9,17500.0,57500.0,2010,26.207667194092803
1182,1718.0,"GAGGAR  ENTERING IN  FROM HARYANA NR RD NO. 629, ",0,32.7,3.3,7.9,897.0,1.3,0.97,5.0,12.0,2010,26.207667194092803
1183,1719.0,"GAGGAR D/S HANUMANGARH NEAR 2 KNJ NAI ABADI, MAKKASR, ",0,34.5,4.9,8.0,510.0,1.2,0.35,4.0,8.0,2010,26.207667194092803
1184,1703.0,"GHAGGER AT MOONAK, PUNJAB",0,19.8,5.0,6.9,1172.0,25.5,3.8,15500.0,48750.0,2010,26.207667194092803
1185,1884.0,KALA AMB D/S MARKANDA RIVER,0,27.0,4.8,7.8,599.0,534.5,3.75,2200.0,5000.0,2010,26.207667194092803
1186,1698.0,"D/S CHHATBIR, PUNJAB",0,20.5,4.7,6.7,906.0,25.3,7.7,23500.0,47500.0,2010,26.207667194092803
1187,1699.0,"U/S DHAKANSU NALLAH, PUNJAB",0,20.5,5.4,6.8,883.0,15.4,5.1,9500.0,21750.0,2010,26.207667194092803
1188,1700.0,"D/S DHAKANSU NALLAH, PUNJAB",0,20.5,5.1,7.6,1069.0,26.5,6.6,20250.0,49250.0,2010,26.207667194092803
1189,1701.0,"D/S JHARMAL NADI, PUNJAB",0,21.0,4.2,7.6,1168.0,31.8,7.6,20000.0,46500.0,2010,26.207667194092803
1190,1702.0,"U/S JHARMAL NADI, PUNJAB",0,20.3,4.8,6.6,905.0,15.0,3.3,6000.0,10500.0,2010,26.207667194092803
1191,1704.0,"D/S SARDULGARH, PUNJAB",0,20.0,4.5,6.6,1269.0,30.3,4.1,21000.0,42750.0,2010,26.207667194092803
1192,1705.0,"U/S SARDULGARH, PUNJAB",0,20.0,4.7,6.7,1216.0,26.8,3.7,13250.0,31500.0,2010,26.207667194092803
1193,1717.0,"KODRA DAM, MOUNT ABU, ",0,21.3,5.2,7.3,465.0,0.9,0.59,4.0,9.0,2010,26.207667194092803
1194,2624.0,MARKANDA U/S KALA AMB,0,22.1,7.8,8.2,410.0,1.2,0.1,16.0,32.0,2010,26.207667194092803
1195,2625.0,MARKANDA D/S KALA AMB/ BOUNDARY OF HARYANA,0,22.33,6.7,8.12,396.0,1.53,0.15,10.0,29.0,2010,26.207667194092803
1196,1871.0,"MARKANDA AT PAONTA, DISTT. SIRMOUR, H.P.",0,21.5,8.0,8.1,403.0,0.8,0.1,12.0,25.0,2010,26.207667194092803
1197,1424.0,"IMPHAL AT MAHABALI, MANIPUR",0,24.0,4.88,7.94,149.0,2.65,0.0,0.0,165.0,2010,26.207667194092803
1198,1457.0,"IMPHAL AT KOIRENGEI, MANIPUR",0,22.0,5.67,7.02,153.0,1.67,0.0,0.0,22.0,2010,26.207667194092803
1199,1458.0,"IRIL AT PORAMPET, MANIPUR",0,24.0,6.0,6.9,300.0,2.23,0.0,0.0,91.0,2010,26.207667194092803
1200,1624.0,"LILONG, MANIPUR",0,23.0,6.15,7.45,234.0,2.0,0.0,0.0,222.0,2010,26.207667194092803
1201,1625.0,"HUMP BRIDGE, MANIPUR",0,23.0,2.7,7.35,357.0,8.45,0.0,0.0,636.0,2010,26.207667194092803
1202,1626.0,"HEIRANGOITHONG, MANIPUR",0,24.0,2.98,7.52,422.0,5.53,0.0,0.0,531.0,2010,26.207667194092803
1203,1627.0,"KIYAMGI, MANIPUR",0,24.0,5.48,7.42,180.0,2.08,0.0,0.0,136.0,2010,26.207667194092803
1204,1628.0,"MINUTHONG(IMPHAL RIVER, MANIPUR",0,23.0,5.13,7.46,162.0,2.23,0.0,0.0,211.0,2010,26.207667194092803
1205,1427.0,UMTREW AT BYRNIHAT EAST,0,25.0,7.85,7.13,254.0,6.68,3.35,345.0,488.0,2010,26.207667194092803
1206,1428.0,"KYRHUKHLA NEAR SUTNGA KHLIERIAT,JAINTIA HILLS DT.",0,24.0,6.58,6.5,655.0,5.93,4.0,40.0,60.0,2010,26.207667194092803
1207,1631.0,"MYNTDU RIVER JOWAI, MEGHALAYA",0,20.0,7.58,7.03,191.0,2.08,2.65,2350.0,2900.0,2010,26.207667194092803
1208,1632.0,"GANOL RIVER TURA, MEGHALAYA",0,24.0,8.23,7.05,137.0,1.4,3.2,243.0,323.0,2010,26.207667194092803
1209,1633.0,SIMSANG RIVER WILLIAMNAGAR,MIZORAM,25.0,8.23,7.38,143.0,1.55,3.55,255.0,360.0,2010,26.207667194092803
1210,2050.0,TLAWNG UPSTREAM AIZAWL,MIZORAM,22.0,6.6,7.3,210.0,1.3,0.0,8.5,242.0,2010,26.207667194092803
1211,2051.0,TLAWNG DOWNSTREAM AIZAWL,MIZORAM,22.0,6.8,7.2,220.0,1.5,0.0,0.0,97.0,2010,26.207667194092803
1212,2052.0,TUIRIAL UPPER CATCHMENT,MIZORAM,23.0,6.8,7.0,317.0,1.5,0.0,8.0,45.0,2010,26.207667194092803
1213,2053.0,TUIRIAL LOWER CATCHMENT,0,23.0,6.4,6.7,323.0,1.4,0.0,19.0,205.0,2010,26.207667194092803
1214,1403.0,GUMTI AT U/S SOUTH TRIPURA,tripura,28.0,6.5,7.7,146.0,1.6,0.0,302.0,390.0,2010,26.207667194092803
1215,1404.0,GUMTI AT D/S SOUTH TRIPURA,tripura,28.0,6.2,7.7,176.0,3.5,0.2,532.0,592.0,2010,26.207667194092803
1216,1726.0,"CHANDRAPUR, AGARTALA D/S OF HAORA RIVER, TRIPURA",tripura,29.0,6.3,8.0,198.0,4.2,0.3,524.0,686.0,2010,26.207667194092803
1217,1150.0,0,"DAMANGANGA AT KACHIGAON U\S AT GIDC WIER,GUJARAT",28.0,7.3,7.4,332.0,0.7,0.3,6.0,12.0,2009,26.207667194092803
1218,1246.0,0,"DAMANGANGA AT KACHIGAON D\S (DAMAN),GUJARAT",29.0,6.5,7.5,21417.0,16.4,0.4,15.0,37.0,2009,26.207667194092803
1219,2459.0,0,"DAMANGANGA AT ZARI CAUSE WAY BRIDGE,DAMAN",30.0,6.1,7.3,11855.0,12.5,18.6,180.0,902.0,2009,26.207667194092803
1220,2460.0,0,"DAMANGANGA DISCHARGE POINT OF DISTILLERY, DAMAN",30.0,6.3,7.4,24506.0,136.0,16.9,158.0,698.0,2009,26.207667194092803
1221,2461.0,0,"DAMANGANGA AT DAMAN JETTY, MOTI DAMAN",30.0,5.9,7.5,25343.0,56.5,7.7,180.0,1800.0,2009,26.207667194092803
1222,2462.0,0,"DAMANGANGA VAPI WEIR,VAPI, DAMAN",30.0,6.6,7.8,371.0,0.0,4.1,180.0,1800.0,2009,26.207667194092803
1223,2463.0,0,"DAMANGANGA AT LAVACHA TEMPLE, SILVASSA",30.0,6.2,7.4,368.0,8.0,3.2,265.0,1075.0,2009,26.207667194092803
1224,2464.0,0,"DAMANGANGA D/S OF M/S SURAT BEVERAGES, VILLAGE DADRA, SILVASSA",30.0,6.7,7.7,354.0,4.0,2.6,137.0,947.0,2009,26.207667194092803
1225,2465.0,0,"DAMANGANGA AT NAROLI BRIDGE, SILVASSA",33.0,6.8,8.0,374.0,21.0,1.5,180.0,1800.0,2009,26.207667194092803
